Date,Timestamp,Volume,Open,High,Low,Close,GBPUSD
20180102,00:00:00,890.480005025864,1.35095,1.3513,1.35075,1.35113,GBPUSD,
20180102,00:15:00,947.940004825592,1.35114,1.35155,1.35113,1.35144,GBPUSD,
20180102,00:30:00,788.520009160042,1.35144,1.35194,1.35136,1.35161,GBPUSD,
20180102,00:45:00,820.86000585556,1.35161,1.35161,1.35101,1.35125,GBPUSD,
20180102,01:00:00,1073.84000718594,1.35122,1.35211,1.35111,1.35203,GBPUSD,
20180102,01:15:00,1031.50000739098,1.35204,1.35215,1.35184,1.3521,GBPUSD,
20180102,01:30:00,696.670004010201,1.35211,1.35211,1.35149,1.35178,GBPUSD,
20180102,01:45:00,1200.60000610352,1.35178,1.35189,1.35119,1.35129,GBPUSD,
20180102,02:00:00,1101.85000264645,1.35128,1.35142,1.35097,1.351,GBPUSD,
20180102,02:15:00,1007.52000355721,1.351,1.35148,1.3508,1.3514,GBPUSD,
20180102,02:30:00,888.040003299713,1.3514,1.35159,1.3513,1.35151,GBPUSD,
20180102,02:45:00,948.390003561974,1.35151,1.35153,1.35113,1.35119,GBPUSD,
20180102,03:00:00,1239.41000270844,1.35119,1.35173,1.35119,1.35161,GBPUSD,
20180102,03:15:00,864.259998440742,1.35161,1.35226,1.3516,1.35219,GBPUSD,
20180102,03:30:00,656.640001535416,1.35219,1.3523,1.35192,1.35222,GBPUSD,
20180102,03:45:00,1271.9000095129,1.35222,1.35222,1.35161,1.3517,GBPUSD,
20180102,04:00:00,1189.00000214577,1.3517,1.35179,1.3513,1.3517,GBPUSD,
20180102,04:15:00,723.920004010201,1.3517,1.35194,1.35168,1.35182,GBPUSD,
20180102,04:30:00,807.390003561974,1.35184,1.35184,1.35123,1.35131,GBPUSD,
20180102,04:45:00,745.950002193451,1.35131,1.35134,1.35121,1.35133,GBPUSD,
20180102,05:00:00,749.810002088547,1.35134,1.35156,1.3513,1.35156,GBPUSD,
20180102,05:15:00,874.100001573563,1.35156,1.3517,1.35146,1.35151,GBPUSD,
20180102,05:30:00,970.100005030632,1.35151,1.35177,1.35151,1.35176,GBPUSD,
20180102,05:45:00,1100.92000389099,1.35176,1.35226,1.3517,1.35224,GBPUSD,
20180102,06:00:00,1886.55000841618,1.35224,1.35254,1.35189,1.35235,GBPUSD,
20180102,06:15:00,1029.73000204563,1.35235,1.35247,1.35183,1.35204,GBPUSD,
20180102,06:30:00,1148.91000401974,1.35204,1.35226,1.35176,1.35216,GBPUSD,
20180102,06:45:00,1608.56000757217,1.35213,1.35216,1.3518,1.35211,GBPUSD,
20180102,07:00:00,2477.22001874447,1.35211,1.3535,1.35204,1.35302,GBPUSD,
20180102,07:15:00,2941.79001331329,1.35301,1.35317,1.35265,1.35271,GBPUSD,
20180102,07:30:00,2518.05001747608,1.35271,1.35289,1.35226,1.35257,GBPUSD,
20180102,07:45:00,2529.17000460625,1.35257,1.3537,1.35257,1.35342,GBPUSD,
20180102,08:00:00,3037.05001068115,1.35341,1.35417,1.3533,1.35372,GBPUSD,
20180102,08:15:00,2493.75999963284,1.35367,1.35464,1.3536,1.35451,GBPUSD,
20180102,08:30:00,3459.82000458241,1.3545,1.35577,1.35441,1.35532,GBPUSD,
20180102,08:45:00,2624.45999574661,1.35533,1.35552,1.35439,1.35533,GBPUSD,
20180102,09:00:00,2174.45000851154,1.35533,1.35622,1.35508,1.35583,GBPUSD,
20180102,09:15:00,2015.0799973011,1.35584,1.35601,1.35529,1.35542,GBPUSD,
20180102,09:30:00,2827.90999960899,1.35541,1.35602,1.35437,1.35595,GBPUSD,
20180102,09:45:00,3183.63000440598,1.35595,1.35663,1.35417,1.35482,GBPUSD,
20180102,10:00:00,2702.12000370026,1.35482,1.35497,1.35396,1.35457,GBPUSD,
20180102,10:15:00,2521.96000647545,1.35457,1.35496,1.35426,1.35447,GBPUSD,
20180102,10:30:00,2632.81000316143,1.35446,1.35541,1.35446,1.3548,GBPUSD,
20180102,10:45:00,2641.59000515938,1.35479,1.35588,1.35469,1.3557,GBPUSD,
20180102,11:00:00,2416.19000482559,1.3557,1.35613,1.35543,1.35547,GBPUSD,
20180102,11:15:00,2802.12000072002,1.35547,1.35565,1.35397,1.35413,GBPUSD,
20180102,11:30:00,2434.90000092983,1.35413,1.35465,1.35395,1.35453,GBPUSD,
20180102,11:45:00,2733.62999868393,1.35453,1.35543,1.35453,1.35504,GBPUSD,
20180102,12:00:00,2550.24000155926,1.35505,1.35585,1.35496,1.35576,GBPUSD,
20180102,12:15:00,2548.02999579906,1.3558,1.35624,1.35564,1.35589,GBPUSD,
20180102,12:30:00,2289.74999761581,1.3559,1.35655,1.35588,1.35607,GBPUSD,
20180102,12:45:00,1844.22000575066,1.35606,1.35678,1.35596,1.35616,GBPUSD,
20180102,13:00:00,1986.01999509335,1.35616,1.35653,1.3557,1.35619,GBPUSD,
20180102,13:15:00,2347.90999090672,1.35618,1.35628,1.35529,1.35571,GBPUSD,
20180102,13:30:00,2298.49999153614,1.35573,1.35642,1.35572,1.35618,GBPUSD,
20180102,13:45:00,2019.40999817848,1.35619,1.35645,1.3556,1.35573,GBPUSD,
20180102,14:00:00,1959.92999970913,1.35573,1.35581,1.35499,1.35501,GBPUSD,
20180102,14:15:00,2027.85999941826,1.35499,1.35549,1.35495,1.35543,GBPUSD,
20180102,14:30:00,2450.77999591827,1.35545,1.35555,1.35484,1.3552,GBPUSD,
20180102,14:45:00,3089.61000013351,1.3552,1.35534,1.35446,1.35473,GBPUSD,
20180102,15:00:00,2780.38000917435,1.35475,1.3551,1.35422,1.3548,GBPUSD,
20180102,15:15:00,2380.78000354767,1.35481,1.35584,1.35464,1.35491,GBPUSD,
20180102,15:30:00,2438.49000883102,1.35492,1.35608,1.3546,1.35581,GBPUSD,
20180102,15:45:00,2844.43000304699,1.35581,1.35848,1.3558,1.35785,GBPUSD,
20180102,16:00:00,2865.49000453949,1.35783,1.35852,1.35736,1.35846,GBPUSD,
20180102,16:15:00,2752.23000121117,1.35848,1.35893,1.35787,1.35795,GBPUSD,
20180102,16:30:00,2549.07000136375,1.35794,1.35872,1.35762,1.35848,GBPUSD,
20180102,16:45:00,2618.79000425339,1.35848,1.35974,1.35845,1.35946,GBPUSD,
20180102,17:00:00,2319.93000113964,1.35945,1.35993,1.35927,1.35947,GBPUSD,
20180102,17:15:00,1944.44000482559,1.35946,1.36001,1.35906,1.35907,GBPUSD,
20180102,17:30:00,1863.92000448704,1.35906,1.3595,1.35899,1.35926,GBPUSD,
20180102,17:45:00,2161.52000081539,1.35927,1.35935,1.35814,1.35842,GBPUSD,
20180102,18:00:00,1973.9799990654,1.35839,1.35867,1.35814,1.35837,GBPUSD,
20180102,18:15:00,1107.85999929905,1.35837,1.35851,1.35824,1.35845,GBPUSD,
20180102,18:30:00,1061.32000184059,1.35845,1.35886,1.35845,1.35883,GBPUSD,
20180102,18:45:00,1410.86999869347,1.35883,1.35899,1.35851,1.35894,GBPUSD,
20180102,19:00:00,1589.65000224113,1.35896,1.35947,1.35896,1.35928,GBPUSD,
20180102,19:15:00,895.100001692772,1.35928,1.35962,1.35925,1.35926,GBPUSD,
20180102,19:30:00,1073.18000435829,1.35927,1.35954,1.35918,1.35929,GBPUSD,
20180102,19:45:00,1107.28999841213,1.35929,1.35961,1.35926,1.35961,GBPUSD,
20180102,20:00:00,1676.35999965668,1.35961,1.35988,1.35941,1.3598,GBPUSD,
20180102,20:15:00,1174.67000126839,1.35979,1.35981,1.35958,1.35977,GBPUSD,
20180102,20:30:00,1292.64999854565,1.35977,1.35996,1.35968,1.35995,GBPUSD,
20180102,20:45:00,1336.45999664068,1.35996,1.36001,1.35961,1.35962,GBPUSD,
20180102,21:00:00,1391.30000825226,1.3596,1.35978,1.35928,1.35969,GBPUSD,
20180102,21:15:00,1004.76000118256,1.35971,1.35971,1.35936,1.35937,GBPUSD,
20180102,21:30:00,1597.67000377178,1.35937,1.35943,1.35924,1.35931,GBPUSD,
20180102,21:45:00,1562.8100015372,1.35931,1.35947,1.35871,1.35889,GBPUSD,
20180102,22:00:00,526.540000081062,1.35873,1.35939,1.35857,1.35905,GBPUSD,
20180102,22:15:00,773.880011677742,1.35905,1.35913,1.359,1.35901,GBPUSD,
20180102,22:30:00,238.630003333092,1.35902,1.35904,1.3589,1.35892,GBPUSD,
20180102,22:45:00,350.680005073547,1.35892,1.35912,1.35892,1.359,GBPUSD,
20180102,23:00:00,1319.7800039053,1.359,1.35942,1.359,1.35935,GBPUSD,
20180102,23:15:00,1161.89000403881,1.35935,1.35971,1.35916,1.3595,GBPUSD,
20180102,23:30:00,856.740003108978,1.3595,1.35975,1.35942,1.35965,GBPUSD,
20180102,23:45:00,552.830000519753,1.35965,1.3598,1.35936,1.35939,GBPUSD,
20180103,00:00:00,801.430003285408,1.35938,1.35987,1.35932,1.35962,GBPUSD,
20180103,00:15:00,881.350002765656,1.35962,1.3597,1.35927,1.35942,GBPUSD,
20180103,00:30:00,1216.96000397205,1.35942,1.3595,1.35887,1.35901,GBPUSD,
20180103,00:45:00,1203.20000445843,1.35902,1.35952,1.35901,1.35952,GBPUSD,
20180103,01:00:00,1410.32000279427,1.35951,1.36001,1.35939,1.35961,GBPUSD,
20180103,01:15:00,1086.65001165867,1.35961,1.35966,1.35941,1.35942,GBPUSD,
20180103,01:30:00,1293.41000163555,1.35942,1.3596,1.35884,1.3591,GBPUSD,
20180103,01:45:00,1473.84000444412,1.35909,1.36053,1.35882,1.36025,GBPUSD,
20180103,02:00:00,1142.45001161098,1.36025,1.36025,1.35964,1.35982,GBPUSD,
20180103,02:15:00,1025.31000518799,1.35982,1.35998,1.35902,1.35902,GBPUSD,
20180103,02:30:00,914.200004339218,1.35902,1.35982,1.35902,1.35951,GBPUSD,
20180103,02:45:00,989.080004453659,1.35951,1.35952,1.35882,1.35901,GBPUSD,
20180103,03:00:00,781.950003266335,1.35901,1.35936,1.35891,1.35933,GBPUSD,
20180103,03:15:00,417.360003352165,1.35933,1.35956,1.35925,1.35956,GBPUSD,
20180103,03:30:00,789.619998455048,1.35956,1.35975,1.35942,1.35951,GBPUSD,
20180103,03:45:00,1148.50001001358,1.35951,1.35951,1.35933,1.35943,GBPUSD,
20180103,04:00:00,1108.63001048565,1.35943,1.35969,1.35943,1.35954,GBPUSD,
20180103,04:15:00,975.100003361702,1.35954,1.35975,1.35954,1.35974,GBPUSD,
20180103,04:30:00,1591.19001114368,1.35974,1.36035,1.35973,1.36022,GBPUSD,
20180103,04:45:00,1467.88001549244,1.36022,1.36033,1.35977,1.35986,GBPUSD,
20180103,05:00:00,941.980008602142,1.35986,1.35995,1.35969,1.3598,GBPUSD,
20180103,05:15:00,1177.350009799,1.3598,1.36031,1.35979,1.36029,GBPUSD,
20180103,05:30:00,970.790006875992,1.36029,1.36033,1.36011,1.36026,GBPUSD,
20180103,05:45:00,979.330018162727,1.36026,1.36072,1.3601,1.36052,GBPUSD,
20180103,06:00:00,1356.32000946999,1.36055,1.36097,1.36022,1.36085,GBPUSD,
20180103,06:15:00,1651.68001186848,1.36084,1.361,1.36066,1.3609,GBPUSD,
20180103,06:30:00,2070.89000952244,1.36089,1.36124,1.36065,1.36119,GBPUSD,
20180103,06:45:00,2059.96001279354,1.3612,1.36121,1.35939,1.35952,GBPUSD,
20180103,07:00:00,2895.44000065327,1.35956,1.35995,1.35908,1.35922,GBPUSD,
20180103,07:15:00,1747.24000251293,1.35922,1.35935,1.35879,1.35929,GBPUSD,
20180103,07:30:00,1582.6200042963,1.35929,1.35946,1.35879,1.35879,GBPUSD,
20180103,07:45:00,1863.96001660824,1.35881,1.35952,1.35879,1.35944,GBPUSD,
20180103,08:00:00,2957.41999852657,1.35948,1.36012,1.35884,1.35892,GBPUSD,
20180103,08:15:00,2058.81000316143,1.35892,1.35967,1.35886,1.35945,GBPUSD,
20180103,08:30:00,1790.55000162125,1.35945,1.35993,1.3591,1.35993,GBPUSD,
20180103,08:45:00,1635.87000274658,1.35995,1.36,1.35903,1.35933,GBPUSD,
20180103,09:00:00,2290.52000546455,1.35932,1.35965,1.35898,1.35965,GBPUSD,
20180103,09:15:00,1562.74000346661,1.35965,1.3597,1.35877,1.35918,GBPUSD,
20180103,09:30:00,2615.39000558853,1.35923,1.35924,1.35839,1.35888,GBPUSD,
20180103,09:45:00,2284.13000869751,1.35889,1.35916,1.3582,1.35854,GBPUSD,
20180103,10:00:00,1937.86999893188,1.35853,1.35923,1.35822,1.35863,GBPUSD,
20180103,10:15:00,2476.23000144959,1.35863,1.35865,1.35773,1.35783,GBPUSD,
20180103,10:30:00,3109.1200158596,1.35783,1.35793,1.357,1.35768,GBPUSD,
20180103,10:45:00,2301.95000755787,1.35767,1.3582,1.35745,1.35754,GBPUSD,
20180103,11:00:00,2895.34000432491,1.35754,1.3578,1.3566,1.3567,GBPUSD,
20180103,11:15:00,9687.37999999523,1.35672,1.35698,1.356,1.35688,GBPUSD,
20180103,11:30:00,1949.54000449181,1.35688,1.35688,1.3561,1.35652,GBPUSD,
20180103,11:45:00,1819.74000322819,1.35652,1.35655,1.35598,1.35622,GBPUSD,
20180103,12:00:00,2209.75999832153,1.35621,1.35624,1.35565,1.35604,GBPUSD,
20180103,12:15:00,1783.14000177383,1.35604,1.35669,1.35602,1.35659,GBPUSD,
20180103,12:30:00,1970.61000239849,1.35659,1.35671,1.35608,1.35667,GBPUSD,
20180103,12:45:00,2111.96000301838,1.35667,1.35688,1.35607,1.35636,GBPUSD,
20180103,13:00:00,2470.80999958515,1.35635,1.35669,1.35541,1.35627,GBPUSD,
20180103,13:15:00,2490.56000697613,1.35626,1.35639,1.35569,1.35573,GBPUSD,
20180103,13:30:00,2296.26000773907,1.35574,1.35626,1.35562,1.35626,GBPUSD,
20180103,13:45:00,1950.89000034332,1.35626,1.3564,1.35566,1.35617,GBPUSD,
20180103,14:00:00,1988.24000954628,1.35615,1.35621,1.35513,1.3557,GBPUSD,
20180103,14:15:00,2244.73000717163,1.35569,1.3557,1.35448,1.35467,GBPUSD,
20180103,14:30:00,2319.51000213623,1.35467,1.3549,1.35395,1.3541,GBPUSD,
20180103,14:45:00,2318.48000478745,1.35413,1.35414,1.35293,1.3533,GBPUSD,
20180103,15:00:00,3350.65001308918,1.35332,1.35332,1.35081,1.35108,GBPUSD,
20180103,15:15:00,3080.21001338959,1.35108,1.35141,1.34948,1.34997,GBPUSD,
20180103,15:30:00,2515.53000724316,1.34995,1.35111,1.34986,1.35106,GBPUSD,
20180103,15:45:00,2322.91000139713,1.35106,1.35157,1.35086,1.35145,GBPUSD,
20180103,16:00:00,2462.98000073433,1.35145,1.35159,1.35069,1.3515,GBPUSD,
20180103,16:15:00,1978.44999432564,1.35152,1.35159,1.35102,1.35148,GBPUSD,
20180103,16:30:00,2144.21000337601,1.35147,1.35223,1.35128,1.35198,GBPUSD,
20180103,16:45:00,1921.90000152588,1.35197,1.35257,1.35145,1.35196,GBPUSD,
20180103,17:00:00,1673.63000452518,1.35195,1.35238,1.35191,1.35215,GBPUSD,
20180103,17:15:00,1380.29999911785,1.35215,1.35258,1.35205,1.3522,GBPUSD,
20180103,17:30:00,1175.62000024319,1.3522,1.35242,1.35187,1.35187,GBPUSD,
20180103,17:45:00,1506.51000165939,1.35189,1.35268,1.35173,1.35259,GBPUSD,
20180103,18:00:00,1445.47000145912,1.35259,1.35259,1.35185,1.35187,GBPUSD,
20180103,18:15:00,900.940001010895,1.35187,1.35189,1.35169,1.35187,GBPUSD,
